Source,Destination,Address,City,State,Lat long of A,Lat long of B,Source Lat,Source Long,Dest Lat,Dest Long,Distance (km)
Zolo Pune Warehouse_New,Zolo Tarun,"Sy NO 41 CTS No. 381, Shakti Mill Compound, Chakala Village, Andheri East, Mumbai,Mumbai Suburban, Maharashtra, 400099",Mumbai,Maharashtra,"19.1078057, 72.86077279999999","18.6124747, 73.71542149999999",19.1078057,72.8607728,18.6124747,73.7154215,105.44
Zolo Chennai Warehouse_2,Zolo Belford,"No 9,Ayya Dwaraka Apartments,Officer's Colony,Velachery,Tamil Nadu ,Chennai - 600042",Chennai,Tamil Nadu,"12.9960329, 80.20528949999999","13.0675449, 80.1491821",12.9960329,80.2052895,13.0675449,80.1491821,9.98
Zolo Chennai Warehouse_2,Zolo Italia,"No.554,4th sector 14th Street,K.K.Nagar,Chennai - 600078",Chennai,Tamil Nadu,"13.0425652, 80.2019867","13.0675449, 80.1491821",13.0425652,80.2019867,13.0675449,80.1491821,6.36
Zolo Faridabad Warehouse,Zolo Bloom,"Q1-16 D ,South -2 ,Sector 49,Gurgaon Haryana,Gurugram - 122018",Gurugram,Haryana,"28.4144786, 77.0507571","28.4586177, 77.3070471",28.4144786,77.0507571,28.4586177,77.3070471,25.58
Zolo BLR_Singasandra WH,Zolo Maven,"Bearing No 19 Old SY No 11/2, 4th A Main Link Road, Madivala, Bengaluru, Bengaluru Urban,
Karnataka, 560068",Bangalore,Karnataka,"12.9232025, 77.6172074","12.8903965, 77.6273899",12.9232025,77.6172074,12.8903965,77.6273899,3.79
Zolo BLR_Singasandra WH,Zolo Inxs,"Bearing No # 1427, HSR Layout, Bengaluru, 560102",Bangalore,Karnataka,"12.9121181, 77.6445548","12.8903965, 77.6273899",12.9121181,77.6445548,12.8903965,77.6273899,3.04
Zolo BLR_Singasandra WH,Zolo Zaira A,"Abhayadhama Rd, White Rose Layout, Whitefield, , Bengaluru, Karnataka - 560066-Bangalore",Bangalore,Karnataka,"12.9802793, 77.7479363","12.8903965, 77.6273899",12.9802793,77.7479363,12.8903965,77.6273899,16.43
Zolo Chennai Warehouse_2,Zolo Level Up,"Tower G , Doshi Risington building, OMR,Rajiv Gandhi Salai,Karapakkam,Tamil Nadu,Chennai - 600097",Chennai,Tamil Nadu,"12.9150465, 80.2269031","13.0675449, 80.1491821",12.9150465,80.2269031,13.0675449,80.1491821,18.86
Zolo Faridabad Warehouse,Zolo La Lagoon,"Plot no.5,Fazilpur Dhani,Near Vipul World,Sector 48,gurgaon,haryana,Gurugram - 122018",Gurugram,Haryana,"28.413178, 77.03701629999999","28.4586177, 77.3070471",28.413178,77.0370163,28.4586177,77.3070471,26.93
Zolo Pune Warehouse_New,Zolo Aerial,"SNO148/2, Hinjawadi Village, Hinjawadi, Pimpri-Chinchwad, Maharashtra 411057-Pune",Pune,Maharashtra,"18.5917357, 73.74562809999999","18.6124747, 73.71542149999999",18.5917357,73.7456281,18.6124747,73.7154215,3.93
Zolo Hyderabad Warehouse,Zolo Cyberwiz,"APHB Colony,Jayabheri Enclave,Gachibowli,Telangana,Hyderabad - 500032",Hyderabad,Telangana,"17.4505017, 78.360756","17.51029, 78.385559",17.4505017,78.360756,17.51029,78.385559,7.12
Zolo Hyderabad Warehouse,Zolo Crossword,"Muncipal No- 2-62/2/3/8, H No- 2-62/2/B/29/1, Chota Anjaiah Nagar, Street No 3, Gachibowli Village,Hyderabad , Telangana-500032.",Hyderabad,Telangana,"17.446169, 78.363249","17.51029, 78.385559",17.446169,78.363249,17.51029,78.385559,7.48
Zolo Pune Warehouse_New,Zolo Gravity,"258/1/3/G,Mukai Nagar,Hinjewadi,Maharashtra,Pune - 411057",Pune,Maharashtra,"18.5970253, 73.7315771","18.6124747, 73.71542149999999",18.5970253,73.7315771,18.6124747,73.7154215,2.41
Zolo Pune Warehouse_New,Zolo Nisarg,"Princeton Chs Ltd. Hiranandani Estate,Thane West Thane,Maharashtra,Mumbai - 400607",Mumbai,Maharashtra,"19.2561626, 72.9819952","18.6124747, 73.71542149999999",19.2561626,72.9819952,18.6124747,73.7154215,105.09
Zolo Chennai Warehouse_2,Zolo Ashvattha,"Plot no 35, Narayanapuram, 1st Main Rd, Kamakoti Nagar, Pallikaranai, Chennai, Tamil Nadu 600100",Chennai,Tamil Nadu,"12.94188, 80.2108283","13.0675449, 80.1491821",12.94188,80.2108283,13.0675449,80.1491821,15.43
Zolo Hyderabad Warehouse,Zolo Athena,"Plot no: 252, Sri lakshmi narasimha nilayam,Gachibowli Serilingampallly mandal Hyderabad,Telengana-500032",Hyderabad,Telangana,"17.459205, 78.3534066","17.51029, 78.385559",17.459205,78.3534066,17.51029,78.385559,6.61
Zolo Coimbatore Warehouse,Zolo Shastri Bhavan,"NO 9,Tank Road,Renuga nagar,Saravanampatti,Coimbatore - 641035",Coimbatore,Tamil Nadu,"11.0249473, 76.9583195","11.0727077, 77.0185451",11.0249473,76.9583195,11.0727077,77.0185451,8.44
Zolo Chennai Warehouse_2,Zolo Boulevard,"Potheri,Tamil Nadu,Chennai - 603203",Chennai,Tamil Nadu,"12.8258884, 80.0395205","13.0675449, 80.1491821",12.8258884,80.0395205,13.0675449,80.1491821,29.26
Zolo Pune Warehouse_New,Zolo Annexo,"644,Sainath Nagar,Wadgaon Sheri,Maharashtra,Pune - 411014",Pune,Maharashtra,"18.539993, 73.9319654","18.6124747, 73.71542149999999",18.539993,73.9319654,18.6124747,73.7154215,24.22
Zolo Pune Warehouse_New,Zolo Arsenal,"158/1/3/A Tapkir Heights,Hinjewadi,Maharashtra,Pune - 410057",Pune,Maharashtra,"18.5968307, 73.73162719999999","18.6124747, 73.71542149999999",18.5968307,73.7316272,18.6124747,73.7154215,2.43
Zolo Chennai Warehouse_2,Zolo Vajor,"Navins eden park, Kundrathur Main road, Ranga Nagar, Gerugambakkam,chennai-600122",Chennai,Tamil Nadu,"13.0173422, 80.1394218","13.0675449, 80.1491821",13.0173422,80.1394218,13.0675449,80.1491821,5.65
Zolo BLR_Singasandra WH,Zolo Beluga,"Kasavanahalli Village, Marathahalli, Bengaluru, Karnataka 560037-Bangalore",Bangalore,Karnataka,"12.9483469, 77.70246279999999","12.8903965, 77.6273899",12.9483469,77.7024628,12.8903965,77.6273899,10.37
Zolo Chennai Warehouse_2,Zolo Alamo,"114, Vengaivasal Main Road, Santhosapuram , Medavakkam, Chennai, Tamil Nadu",Chennai,Tamil Nadu,"12.9181768, 80.1710279","13.0675449, 80.1491821",12.9181768,80.1710279,13.0675449,80.1491821,16.69
Zolo Chennai Warehouse_2,Zolo Proxy,"Plot No 28 & 29, Common Santhanam St, Pushpa Nagar, Medavakkam, Chennai, Chennai, Tamil Nadu, 600100",Chennai,Tamil Nadu,"12.9197897, 80.1852327","13.0675449, 80.1491821",12.9197897,80.1852327,13.0675449,80.1491821,16.81
Zolo Chennai Warehouse_2,Zolo Wright,"88/A,Alagappa Rd,Purasaiwakkam,Tamil Nadu,Chennai - 600084",Chennai,Tamil Nadu,"13.0819622, 80.2540617","13.0675449, 80.1491821",13.0819622,80.2540617,13.0675449,80.1491821,11.49
Zolo Chennai Warehouse_2,Zolo Bel Canto,"No. 4/13,48,Valluvar Salai,Royala Nagar,Ramapuram,Chennai - 600089",Chennai,Tamil Nadu,"13.0293982, 80.18362119999999","13.0675449, 80.1491821",13.0293982,80.1836212,13.0675449,80.1491821,5.64
Zolo Chennai Warehouse_2,Zolo Park,"Urapakkam, , Chennai, Tamil Nadu",Chennai,Tamil Nadu,"12.8673697, 80.0698575","13.0675449, 80.1491821",12.8673697,80.0698575,13.0675449,80.1491821,23.76
Zolo BLR_Singasandra WH,Zolo Achilles,"HAL 2nd Stage, , Indiranagar, Bengaluru, Karnataka 560038-Bangalore",Bangalore,Karnataka,"12.9673053, 77.6433089","12.8903965, 77.6273899",12.9673053,77.6433089,12.8903965,77.6273899,8.68
Zolo Faridabad Warehouse,Zolo Majestic,"U-28A/1A, DLF Phase-3,GGN,Haryana-Gurugram",Gurugram,Haryana,"28.4926515, 77.100786","28.4586177, 77.3070471",28.4926515,77.100786,28.4586177,77.3070471,20.55
Zolo Faridabad Warehouse,Zolo Beta,"J-43,Sector - 58,Bishanpura,Noida - 201301",Noida,Uttar Pradesh,"28.6087345, 77.35448559999999","28.4586177, 77.3070471",28.6087345,77.3544856,28.4586177,77.3070471,17.27
Zolo Chennai Warehouse_2,Zolo Westeros,"3rd Street, Gorden Woodraffe Nagar, Tiruthani Nagar, Old Pallavaram, Chennai - 600117",Chennai,Tamil Nadu,"12.9546282, 80.1742486","13.0675449, 80.1491821",12.9546282,80.1742486,13.0675449,80.1491821,12.78
Zolo Chennai Warehouse_2,Zolo Rozzby,"Bearing No 14/47, Pamapuram Ramaswamy Chetty Street, Saidapet, Chennai, Chennai, Tamil Nadu, 600015",Chennai,Tamil Nadu,"13.0210206, 80.2173019","13.0675449, 80.1491821",13.0210206,80.2173019,13.0675449,80.1491821,9.0
Zolo Faridabad Warehouse,Zolo Mindscape,"Plot no.6, Gali no.4, Tikri Village ,sector 48,gurgaon,haryana-122018-Gurugram",Gurugram,Haryana,"28.4198016, 77.0352148","28.4586177, 77.3070471",28.4198016,77.0352148,28.4586177,77.3070471,26.97
Zolo Hyderabad Warehouse,Zolo Twins,"Plot no.7,part of plot No.8,survey no.6/1E,Gachibowli Village,Serilingampally circle and mandal,Ranga Reddy ,Telangana State,Hyderabad - 500032",Hyderabad,Telangana,"17.4123321, 78.4220115","17.51029, 78.385559",17.4123321,78.4220115,17.51029,78.385559,11.51
Zolo BLR_Singasandra WH,Zolo Hermes,"Bearing No 3/2,5/1B,5/2B,5/3B,17/5, Geddalahalli Kasaba Hobli, Chikkamaranahalli,Bengaluru, Bengaluru Urban, Karnataka, 560094",Bangalore,Karnataka,"12.9957221, 77.5389979","12.8903965, 77.6273899",12.9957221,77.5389979,12.8903965,77.6273899,15.09
Zolo Chennai Warehouse_2,Zolo Victory,"4/18A, Vembuliamman Koil Street, , Near New Metro Chanda Mall,Virugambakkam Chennai, Tamil Nadu 600078",Chennai,Tamil Nadu,"13.0454522, 80.18931409999999","13.0675449, 80.1491821",13.0454522,80.1893141,13.0675449,80.1491821,4.99
Zolo BLR_Singasandra WH,Zolo Astra,"site no.9, Old khata No.512/A and 50/1A,, Khata No.170/106/50/1A-9/9 ward no.27 situated at veerannapalya, Nagwara dhakale, kasaba hobli,Bangalore north taluk",Bangalore,Karnataka,"13.0119439, 77.6358705","12.8903965, 77.6273899",13.0119439,77.6358705,12.8903965,77.6273899,13.48
Zolo Chennai Warehouse_2,Zolo Aqua,"Aqua Sphere,Gandhi Nagar Main Rd,Navalur,Tamil Nadu,Chennai - 603103",Chennai,Tamil Nadu,"12.8533378, 80.22350449999999","13.0675449, 80.1491821",12.8533378,80.2235045,13.0675449,80.1491821,25.03
Zolo Chennai Warehouse_2,Zolo Stories,"No.11/6,2nd Cross Rd,Indira Nagar,Adyar,Tamil Nadu,Chennai - 600020",Chennai,Tamil Nadu,"12.9996791, 80.2576193","13.0675449, 80.1491821",12.9996791,80.2576193,13.0675449,80.1491821,13.95
Zolo Pune Warehouse_New,Zolo Kanishka,"Bearing No. 12 Flat No 303 and 304, Kanishka Co-Operating Housing Society, Shell Colony Road Sahakar Nagar, Chembur, Mumbai, Mumbai Suburban, Maharashtra, 400071",Mumbai,Maharashtra,"19.0649785, 72.8923486","18.6124747, 73.71542149999999",19.0649785,72.8923486,18.6124747,73.7154215,100.17
Zolo Pune Warehouse_New,Zolo Meadows,"Bearing No C 2001 622B, Tirumala Habitats, Bal Rajeshwar Marg, Mulund West, Mumbai,Mumbai Suburban, Maharashtra, 400080",Mumbai,Maharashtra,"19.1843278, 72.94743270000001","18.6124747, 73.71542149999999",19.1843278,72.9474327,18.6124747,73.7154215,102.73
Zolo Pune Warehouse_New,Zolo Logan,"Flat No 101 and 102 in Mount Alps, Wadala Link Road Wadala East, Mumbai, 400037",Mumbai,Maharashtra,"19.0285155, 72.8801294","18.6124747, 73.71542149999999",19.0285155,72.8801294,18.6124747,73.7154215,99.36
Zolo BLR_Singasandra WH,Zolo Day,NA-Bangalore,Bangalore,Karnataka,"12.9638334, 77.6799179","12.8903965, 77.6273899",12.9638334,77.6799179,12.8903965,77.6273899,9.92
Zolo Faridabad Warehouse,Zolo Epitome,"House No. 2575, Patti Pachiyan, Near Vivek high School, Jharsa, Gurgaon, Haryana - 122003,-Gurugram",Gurugram,Haryana,"28.438925, 77.0463075","28.4586177, 77.3070471",28.438925,77.0463075,28.4586177,77.3070471,25.63
Zolo Chennai Warehouse_2,Zolo Carlos,"Asvini Atvarika,Kelambakam-Kovalam Rd,Tamil Nadu ,Chennai - 603103",Chennai,Tamil Nadu,"12.7827253, 80.2304758","13.0675449, 80.1491821",12.7827253,80.2304758,13.0675449,80.1491821,32.72
Zolo Chennai Warehouse_2,Zolo Padmalaya,"Villa Padmalaya,5,Easwaran Salai,Karapakkam,Chennai - 600073",Chennai,Tamil Nadu,"12.9212402, 80.2281438","13.0675449, 80.1491821",12.9212402,80.2281438,13.0675449,80.1491821,18.31
Zolo BLR_Singasandra WH,Zolo Delight,"N.C. Square Exactly opp. to Shilton Hotel near Sony Signal, Chandra Reddy Layout, S T Bed Layout, Koramangala-Bangalore",Bangalore,Karnataka,"12.9371765, 77.6314178","12.8903965, 77.6273899",12.9371765,77.6314178,12.8903965,77.6273899,5.19
Zolo BLR_Singasandra WH,Zolo Dream Acres,"Panathur Main Road, Off ORR Balagere, Balagere, Bengaluru, Karnataka 560087-Bangalore",Bangalore,Karnataka,"12.9319136, 77.7094628","12.8903965, 77.6273899",12.9319136,77.7094628,12.8903965,77.6273899,10.02
Zolo Faridabad Warehouse,Zolo Gamma,"Khasra No. 31,Behind RK Public School Village Mamura,Tehsil Dadr,Gautambudh Nagar,U.P,Noida - 201301",Noida,Uttar Pradesh,"28.6094956, 77.3766852","28.4586177, 77.3070471",28.6094956,77.3766852,28.4586177,77.3070471,18.06
Zolo Chennai Warehouse_2,Zolo Risington,"Tower G , Doshi Risington building, OMR,Rajiv Gandhi Salai,Karapakkam,Tamil Nadu,Chennai - 600097",Chennai,Tamil Nadu,"12.9150465, 80.2269031","13.0675449, 80.1491821",12.9150465,80.2269031,13.0675449,80.1491821,18.86
Zolo Pune Warehouse_New,Zolo Tenacity,"Jai Mata Di Building, Sr. 25/2/14, Vishal Nagar,Near Mother's kitchen,Jagtap Diary,Maharashtra,Pune - 411027",Pune,Maharashtra,"18.586778, 73.782641","18.6124747, 73.71542149999999",18.586778,73.782641,18.6124747,73.7154215,7.64
Zolo Pune Warehouse_New,Zolo Triumph,"S. No 33 NR Ganpati,mandir shejwal park , borate vasti.len no -9, KHARADI PUNE 411014",Pune,Maharashtra,"18.5573983, 73.92837999999999","18.6124747, 73.71542149999999",18.5573983,73.92838,18.6124747,73.7154215,23.29
Zolo BLR_Singasandra WH,Zolo Emerald(Blr),"6th Cross Road, Ilyas Nagar, Kumaraswamy Layout, Bengaluru, Karnataka 560078-Bangalore",Bangalore,Karnataka,"12.9070104, 77.5701826","12.8903965, 77.6273899",12.9070104,77.5701826,12.8903965,77.6273899,6.47
Zolo Chennai Warehouse_2,Zolo Truliv Waves,"No.20/103,Ponnangipuram,Tirumurthy Nagar,Nugambakkam,Chennai - 600034",Chennai,Tamil Nadu,"13.0598532, 80.2436874","13.0675449, 80.1491821",13.0598532,80.2436874,13.0675449,80.1491821,10.29
Zolo Chennai Warehouse_2,Zolo Nine Gems,"plot no.282,New No.121,4th Main Road,Gandhi Nagar,Adyar,Chennai - 600020",Chennai,Tamil Nadu,"13.0097479, 80.24996689999999","13.0675449, 80.1491821",13.0097479,80.2499669,13.0675449,80.1491821,12.66
Zolo BLR_Singasandra WH,Zolo Eve,"Bengaluru, Venkateshwara Layout, Suddagunte Palya, Bengaluru, Karnataka 560029-Bangalore",Bangalore,Karnataka,"12.931842, 77.60850270000002","12.8903965, 77.6273899",12.931842,77.6085027,12.8903965,77.6273899,5.02
Zolo Chennai Warehouse_2,Zolo Truliv Pearl,"No.140/1,D Block,R.V Nagar,Anna Nagar East,Tamil Nadu ,Chennai - 600102",Chennai,Tamil Nadu,"13.0849268, 80.22098179999999","13.0675449, 80.1491821",13.0849268,80.2209818,13.0675449,80.1491821,8.02
Zolo Chennai Warehouse_2,Zolo Castle,"Block 2, Osian Chlororphyll, Chennai Bye Pass Road, Chennai- 60016",Chennai,Tamil Nadu,"13.038556, 80.14804819999999","13.0675449, 80.1491821",13.038556,80.1480482,13.0675449,80.1491821,3.21
Zolo Hyderabad Warehouse,Zolo Trente,"1-57/24 & 1-58/5/c-4, Rajeev Nagar, Gachibowli ,Hyderabad-Telangna",Hyderabad,Telangana,"17.4400802, 78.3489168","17.51029, 78.385559",17.4400802,78.3489168,17.51029,78.385559,8.69
Zolo Hyderabad Warehouse,Zolo Hi Life,"Plot No 141/A, Gokul Plots, Venkataramana colony, Hafeezpet Village Sherlingampally Mandal, R R district Hyderabad Telangana 500085",Hyderabad,Telangana,"17.4845219, 78.37842210000001","17.51029, 78.385559",17.4845219,78.3784221,17.51029,78.385559,2.95
Zolo Faridabad Warehouse,Zolo Mansion,"The,Dhaniram Complex,Gali no. 1 The,Gali Number 1,Sukhrali,Sector 17,Haryana,Gurugram - 122022",Gurugram,Haryana,"28.4743161, 77.0585826","28.4586177, 77.3070471",28.4743161,77.0585826,28.4586177,77.3070471,24.4
Zolo Hyderabad Warehouse,Zolo Leo,"Plot no:11 ,survey no:74,Journalist Co-Op Housing Society Ltd, Phase-3 of Gopanpally Village, Serlingampally Mandal, R,R District-500032 Hyderabad",Hyderabad,Telangana,"17.432895, 78.29852029999999","17.51029, 78.385559",17.432895,78.2985203,17.51029,78.385559,12.6
Zolo Pune Warehouse_New,Zolo Gemstone,"Sr. No. 368/1/A, Ananta Nagar, Hinjewadi. Pune.",Pune,Maharashtra,"18.600427, 73.7378985","18.6124747, 73.71542149999999",18.600427,73.7378985,18.6124747,73.7154215,2.72
Zolo Pune Warehouse_New,Zolo Mystique,"Bearing No A1 Co-operative Housing Society S V Road, Shopping Building Ramjharukha Andheri West, Mumbai, 400058",Mumbai,Maharashtra,"19.205812, 72.8374238","18.6124747, 73.71542149999999",19.205812,72.8374238,18.6124747,73.7154215,113.44
Zolo Faridabad Warehouse,Zolo Sprinkle,"RN 42 Sector 62,Uttar Pradesh,Noida - 201301",Noida,Uttar Pradesh,"28.6092086, 77.3482038","28.4586177, 77.3070471",28.6092086,77.3482038,28.4586177,77.3070471,17.17
Zolo Chennai Warehouse_2,Zolo Mandarin,"Zolo Mandarin, Thoraipakkam, OMR, Chennai Shouth",Chennai,Tamil Nadu,"12.9489102, 80.23969989999999","13.0675449, 80.1491821",12.9489102,80.2396999,13.0675449,80.1491821,16.39
Zolo Faridabad Warehouse,Zolo Magnum,"Plot No.-175/176 ,Nobel Enclave,Gali No.-2,GURGAON,HARYANA,Gurugram - 122016",Gurugram,Haryana,"28.5004373, 77.0622253","28.4586177, 77.3070471",28.5004373,77.0622253,28.4586177,77.3070471,24.42
Zolo Coimbatore Warehouse,Zolo Soundaryam,"Maheshwari Nagar, Peelamedu, Coimbatore, Tamil Nadu 641004",Coimbatore,Tamil Nadu,"11.034576, 77.01556029999999","11.0727077, 77.0185451",11.034576,77.0155603,11.0727077,77.0185451,4.23
Zolo BLR_Singasandra WH,Zolo Green Garden,"ATM's Building, GM Narayana Reddy Layout, Rajeshwari Temple Road Corner, Hosur Main Road NH7, Electronic City Phase 2 Bus Stop, Bangalore-630 100",Bangalore,Karnataka,"12.9438194, 77.7084433","12.8903965, 77.6273899",12.9438194,77.7084433,12.8903965,77.6273899,10.6
Zolo BLR_Singasandra WH,Zolo Nazca,"BEARING SITE NO.38, BRUHAT BANGALORE MAHANAGARA PALIKE SL.NO.1574 PROPERTY NO. 108/13(14)38.,IN THE LAYOUT KNOWN AS ROYAL REGENCY SITUATED AT KATTIGENAHALLI VILLAGE JALA HOBLI, BANGALORE NORTH TALUK, BANGALORE",Bangalore,Karnataka,"12.9960198, 77.6142708","12.8903965, 77.6273899",12.9960198,77.6142708,12.8903965,77.6273899,11.77
Zolo Hyderabad Warehouse,Zolo Ventinove,"H No. 1-110/A/64/1, Kondapur village, Serilingampally Circle and Mandal, Ranga Reddy Distirct, Telangana State. Landmark- Opposite Kondapur RTO Office, beside Sai Gokul Mens Hostel. Hyderabad",Hyderabad,Telangana,"17.4730432, 78.3639386","17.51029, 78.385559",17.4730432,78.3639386,17.51029,78.385559,4.72
Zolo Pune Warehouse_New,Zolo Tranquility,"Survey No. 20/1,Raghoba Patil Nagar,behind laxmi mangal hall,Kharadi,Maharashtra ,Pune - 411014",Pune,Maharashtra,"18.5398584, 73.9331639","18.6124747, 73.71542149999999",18.5398584,73.9331639,18.6124747,73.7154215,24.35
Zolo Hyderabad Warehouse,Zolo Floret,"Plot No 1423 and 1438,Gokul plots,Venkataramana colony,Hafeezpet village,Serilingampally mandal,Ranga Reddy ,Hyderabad - 500085",Hyderabad,Telangana,"17.4845219, 78.37842210000001","17.51029, 78.385559",17.4845219,78.3784221,17.51029,78.385559,2.95
Zolo Coimbatore Warehouse,Zolo Swa,"123,123A,123BC,Lakshmipuram,6th street,Masakkalipalayam,Coimbatore - 641015",Coimbatore,Tamil Nadu,"11.0233194, 77.0197034","11.0727077, 77.0185451",11.0233194,77.0197034,11.0727077,77.0185451,5.46
Zolo BLR_Singasandra WH,Zolo Orchid,"Sy.No.34/1A8(Old Sy.No 34/1AI) bearing conversion order No.ALN:SR:(S)171/2007-08, 4, 7th Main Road, Muniswamy Layout, Electronic City Phase II, Electronic City, Bengaluru, Karnataka 560016 situated at Konappana Agrahara Village ,Begur Hobli,,Bangalore South Taluk,Bangalore Urban District - 560100",Bangalore,Karnataka,"12.848099, 77.6730235","12.8903965, 77.6273899",12.848099,77.6730235,12.8903965,77.6273899,6.81
Zolo BLR_Singasandra WH,Zolo Peach,NA-Bangalore,Bangalore,Karnataka,"12.9638334, 77.6799179","12.8903965, 77.6273899",12.9638334,77.6799179,12.8903965,77.6273899,9.92
Zolo Faridabad Warehouse,Zolo Nivaas,"Shop No. 126,Jai Hind Market,Near Dayal Public School,Rao Balbir Singh Marg,A Block,Chakkarpur,Sector 28,Haryana,Gurugram - 122002",Gurugram,Haryana,"28.4740423, 77.0873113","28.4586177, 77.3070471",28.4740423,77.0873113,28.4586177,77.3070471,21.59
Zolo Chennai Warehouse_2,Zolo Oxygen,"Pushkin Street, Off Gandhi Nagar Society Main Road, Nookampalayam Rd, Arasankazhani, Perumbakkam, Chennai, Tamil Nadu",Chennai,Tamil Nadu,"12.8928673, 80.19947859999999","13.0675449, 80.1491821",12.8928673,80.1994786,13.0675449,80.1491821,20.08
Zolo Pune Warehouse_New,Zolo Cubic,"3, Bearing No 283, Near Vittal Mandir, Baner, Pune, Pune, Maharashtra, 411045",Pune,Maharashtra,"18.5576764, 73.783603","18.6124747, 73.71542149999999",18.5576764,73.783603,18.6124747,73.7154215,9.41
Zolo Pune Warehouse_New,Zolo Ample,"Sr. No139,Hulawale wasti,Sakhare Wasti Road,Hinjewadi,Pune - 411057",Pune,Maharashtra,"18.5838978, 73.7429252","18.6124747, 73.71542149999999",18.5838978,73.7429252,18.6124747,73.7154215,4.29
Zolo Pune Warehouse_New,Zolo Hillcrest,"Saisankul,S. No - 175,Bhekrai Nagar,Fursungi,Pune - 412308",Pune,Maharashtra,"18.4863999, 73.95189650000002","18.6124747, 73.71542149999999",18.4863999,73.9518965,18.6124747,73.7154215,28.6
Zolo Pune Warehouse_New,Zolo Braavos,"Sr.No. 258/1/3/T/1,MukainagarHinjewadi Rajiv Gandhi Infotech Park,Hinjawadi,Pimpri-Chinchwad,Maharashtra,Pune - 411057",Pune,Maharashtra,"18.5946784, 73.7095365","18.6124747, 73.71542149999999",18.5946784,73.7095365,18.6124747,73.7154215,2.07
Zolo Pune Warehouse_New,Zolo Sparkle,"Sr. No139,Hulawale wasti,Sakhare Wasti Road,Hinjewadi.,Pune - 411057",Pune,Maharashtra,"18.5838978, 73.7429252","18.6124747, 73.71542149999999",18.5838978,73.7429252,18.6124747,73.7154215,4.29
Zolo Chennai Warehouse_2,Zolo Palazzo,"Poonamalle High Rd, Nagalakshmi Nagar, Kattupakkam, Chennai, Tamil Nadu 600056",Chennai,Tamil Nadu,"13.047878, 80.1202743","13.0675449, 80.1491821",13.047878,80.1202743,13.0675449,80.1491821,3.82
Zolo Chennai Warehouse_2,Zolo Crest,"Pinnacle Crest 146, Rajiv Gabdhi Salai, Sholinganallur, Chennai- 600119",Chennai,Tamil Nadu,"12.8939661, 80.2277161","13.0675449, 80.1491821",12.8939661,80.2277161,13.0675449,80.1491821,21.01
